Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-08-14 00:00:00-04:00,31.607036610918996,32.215881168196475,31.607036610918996,31.827632904052734,20295500,0.0,0.0
2023-08-15 00:00:00-04:00,31.659977901242797,31.68644837675366,31.201137251539915,31.22760772705078,20484300,0.0,0.0
2023-08-16 00:00:00-04:00,31.007009145153724,31.4570273915059,30.87465341142735,31.30702018737793,22215600,0.0,0.0
2023-08-17 00:00:00-04:00,31.41291097081777,32.40118479310538,31.404088600097488,32.21588134765625,31113600,0.0,0.0
2023-08-18 00:00:00-04:00,32.16293602969587,32.515888033193235,32.04822502969409,32.348236083984375,24145100,0.0,0.0
2023-08-21 00:00:00-04:00,32.39235909427088,32.81590357601894,32.33059240105964,32.657073974609375,28496500,0.0,0.0
2023-08-22 00:00:00-04:00,32.65707249186916,32.78060923871498,31.51879822149184,32.5070686340332,18524100,0.0,0.0
2023-08-23 00:00:00-04:00,32.72766192811714,32.76295813827644,32.259998924618,32.348236083984375,19370900,0.0,0.0
2023-08-24 00:00:00-04:00,32.18940448114631,32.33058594687816,31.818804395862085,31.907041549682617,19380800,0.0,0.0
2023-08-25 00:00:00-04:00,31.88939568966619,32.37470680189222,31.73056610878758,32.10116958618164,16421300,0.0,0.0
2023-08-28 00:00:00-04:00,32.15411241838127,32.224704843363504,31.792334655427528,31.95116424560547,15101900,0.0,0.0
2023-08-29 00:00:00-04:00,31.99527958772813,32.595301675178675,31.76586096183551,31.89822006225586,21076500,0.0,0.0
2023-08-30 00:00:00-04:00,31.924694323136745,31.98646101305179,31.60703513726957,31.677627563476562,16833000,0.0,0.0
2023-08-31 00:00:00-04:00,31.712925561245665,31.757047517807237,31.218791961669922,31.218791961669922,27919500,0.0,0.0
2023-09-01 00:00:00-04:00,31.448202016109402,31.8188054800532,31.41290580696585,31.571735382080078,17522500,0.0,0.0
2023-09-05 00:00:00-04:00,31.730573670663755,32.02176242701319,31.19231811452644,31.218791961669922,25856100,0.0,0.0
2023-09-06 00:00:00-04:00,31.11289790316692,31.130546009520845,30.230512781663204,30.32757568359375,35370200,0.0,0.0
2023-09-07 00:00:00-04:00,30.415814727715514,30.565818575338994,30.036388874744194,30.248159408569336,26777700,0.0,0.0
2023-09-08 00:00:00-04:00,30.204044931052195,30.34522642812566,30.045215326090503,30.22169303894043,19467700,0.0,0.0
2023-09-11 00:00:00-04:00,30.212865022898256,30.265805970638816,29.59519482634812,29.94814682006836,27574400,0.0,0.0
2023-09-12 00:00:00-04:00,29.974619982746606,30.18639050098781,29.78049420266575,30.13344955444336,17987200,0.0,0.0
2023-09-13 00:00:00-04:00,30.186393430347906,30.54817118631347,30.001093367396965,30.071685791015625,23853300,0.0,0.0
2023-09-14 00:00:00-04:00,30.212864340291734,30.336397703604387,29.98344235182678,30.13344955444336,23759900,0.0,0.0
